0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1.08E-06
24,4.63E+09
25,0.002789992
26,1.27E+12
27,0.693840719
28,4.66E+14
29,25.51568467
30,4.56E+15
31,164.312543
32,7.69E+15
33,289.6423333
34,1.40E+16
35,295.8009745
36,5.90E+16
37,279.1580366
38,4.52E+16
39,261.2720916
40,6.49E+16
41,242.7543568
42,4.77E+16
43,223.6518055
44,4.15E+16
45,204.0104574
46,5.19E+16
47,183.8776303
48,1.65E+17
49,163.3018258
50,6.77E+16
51,142.3326129
52,1.13E+17
53,121.0205083
54,8.57E+16
55,99.41685469
56,2.61E+16
57,77.57369716
58,2.72E+17
59,55.54365781
60,1.00E+18
61,33.37980892
62,9.39E+16
63,11.13554514
64,7.08982
65,11.13554514
66,9.39E+16
67,33.37980892
68,1.00E+18
69,55.54365781
70,2.72E+17
71,77.57369716
72,2.61E+16
73,99.41685469
74,8.57E+16
75,121.0205083
76,1.13E+17
77,142.3326129
78,6.77E+16
79,163.3018258
80,1.65E+17
81,183.8776303
82,5.19E+16
83,204.0104574
84,4.15E+16
85,223.6518055
86,4.77E+16
87,242.7543568
88,6.49E+16
89,261.2698805
90,4.52E+16
91,278.6186015
92,5.81E+16
93,274.3660365
94,1.09E+16
95,156.4385457
96,2.36E+15
97,24.40497134
98,2.94E+14
99,0.666435862
100,4.75E+12
101,0.002690216
102,1.84E+09
103,1.05E-06
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
