U, real, imaginary, magnitude, phase
65,-0.3182459677506509,-0.007812500000000038,0.31834184636299123,0.02454369260617037
66,4.336808689942018E-18,-3.7513395167998453E-17,3.77632457111881E-17,0.0
67,0.10591147845587831,0.007812500000000062,0.10619922986990055,0.07363107781851139
68,-3.469446951953614E-18,6.505213034913027E-19,3.529906531158615E-18,0.0
69,-0.06334207659122583,-0.007812500000000059,0.06382204809576954,0.12271846303085222
70,-3.469446951953614E-18,1.2576745200831851E-17,1.3046516086644251E-17,0.0
71,0.045024546914990665,0.007812500000000031,0.045697319189972135,0.17180584824319262
72,-1.196959198423997E-16,-6.461844948013606E-17,1.36024472945625E-16,0.0
73,-0.03479064237823748,-0.007812500000000196,0.03565703231258059,0.22089323345553832
74,4.0766001685454967E-17,6.938893903907228E-18,4.1352329342229297E-17,0.0
75,0.02823074751021426,0.007812500000000139,0.02929181218763139,0.26998061866787765
76,1.734723475976807E-18,-3.122502256758253E-17,3.127317220692751E-17,0.0
77,-0.023648775033732534,-0.0078125,0.02490581692790042,0.31906800388021433
78,5.204170427930421E-17,6.071532165918825E-18,5.23946799507005E-17,0.0
79,0.02025314466982856,0.007812500000000142,0.02170771810363787,0.3681553890925622
80,-1.474514954580286E-17,1.5612511283791264E-17,2.1474867722866184E-17,0.0
81,-0.017624717593196525,-0.007812500000000087,0.019278636530883932,0.4172427743048991
82,2.7755575615628914E-17,6.245004513516506E-17,6.834017936133213E-17,0.0
83,0.015520771815182605,0.007812500000000028,0.017376119071558158,0.46633015951723467
84,2.5153490401663703E-17,-8.153200337090993E-17,8.532388676719232E-17,0.0
85,-0.01379099117261085,-0.007812500000000009,0.015850129140578966,0.5154175447295766
86,6.158268339717665E-17,4.163336342344337E-17,7.43354817321137E-17,0.0
87,0.012337285687188969,0.007812500000000114,0.01460286870369379,0.5645049299419286
88,-1.3444106938820255E-17,-5.2909066017292616E-17,5.459041379404138E-17,0.0
89,-0.011092897683547556,-0.0078125000000001,0.013567886175364838,0.6135923151542643
90,-7.849623728795052E-17,0.0,7.849623728795052E-17,0.0
91,0.010010793594035453,0.007812499999999947,0.012698470168976279,0.6626797003666
92,5.204170427930421E-18,5.984795992119984E-17,6.007380208187665E-17,0.0
93,-0.009056858651042426,-0.0078124999999999445,0.011960846327704456,0.7117670855789358
94,1.4051260155412137E-16,2.0643209364124004E-16,2.4971583946680867E-16,0.0
95,0.008205725361249042,0.007812500000000088,0.011330008162143886,0.7608544707912754
96,3.188460526430207E-16,1.5092094240998222E-16,3.527604515020825E-16,0.0
97,-0.007438118333600945,-0.007812499999999943,0.010787064503128253,0.8099418560036171
98,1.0646865333807654E-16,-1.48318857196017E-16,1.8257616915565952E-16,0.0
99,0.006739108845755237,0.00781250000000056,0.010317496997089228,0.8590292412160344
100,8.023096076392733E-17,-8.239936510889834E-17,1.150072277530955E-16,0.0
101,-0.006096934841046761,-0.007812499999999407,0.009909983385756034,0.9081166264282368
102,8.283304597789254E-17,-4.215378046623641E-16,4.295991553361588E-16,0.0
103,0.005502183288008225,0.007812500000000007,0.009555583560664263,0.9572040116406348
104,1.6349768761081407E-16,4.85722573273506E-17,1.7056013026483565E-16,0.0
105,-0.004947211063887026,-0.007812500000000142,0.00924716462277213,1.0062913968530103
106,9.280770596475918E-17,3.0444397003392965E-16,3.1827566852723984E-16,0.0
107,0.004425726583830734,0.007812499999999958,0.008978987250510238,1.0553787820653264
108,-3.9898639947466563E-17,-7.806255641895632E-17,8.766791992696253E-17,0.0
109,-0.003932482029682056,-0.007812499999999358,0.008746403327297585,1.1044661672776217
110,-1.403391292065237E-15,9.194034422677078E-17,1.4063997104454595E-15,0.0
111,0.003463043077272321,0.007812500000000028,0.008545631843523577,1.1535535524900096
112,-1.7780915628762273E-16,8.673617379884035E-18,1.7802058223185563E-16,0.0
113,-0.0030136137989926256,-0.007812499999999912,0.008373590889187111,1.2026409377023957
114,-3.400058012914542E-16,2.6020852139652106E-17,3.410000434866797E-16,0.0
115,0.002580901385502786,0.007812500000000291,0.0082277705492858,1.2517283229146738
116,2.7668839441830073E-16,1.8735013540549517E-16,3.341504763459638E-16,0.0
117,-0.0021620099229721686,-0.007812499999999998,0.008106136142270872,1.300815708127002
118,-1.240327285323417E-16,7.979727989493313E-17,1.4748465556052897E-16,0.0
119,0.0017543555415400988,0.007812500000000038,0.008007054365753554,1.349903093339362
120,5.0306980803327406E-17,1.7911019889460533E-16,1.8604100533380117E-16,0.0
121,-0.0013555973448272332,-0.007812499999999882,0.0079292370636336,1.398990478551673
122,4.614364446098307E-16,3.0140820395097023E-16,5.511537878152621E-16,0.0
123,9.635799698178497E-4,0.007812499999999883,0.007871698838766148,1.4480778637640965
124,1.012211148232467E-15,3.716645047280309E-16,1.078288418133489E-15,0.0
125,-5.762846212692301E-4,-0.007812499999999797,0.007833725819474936,1.4971652489763718
126,-8.673617379884035E-17,6.402213828526904E-16,6.460701068050384E-16,0.0
127,1.9178611022636097E-4,0.007812500000000135,0.007814853687822816,1.546252634188678
