0,-1.682681771697503E-16
1,-8.673617379884035E-19
2,-5.204170427930421E-17
3,-8.413408858487514E-17
4,-1.3010426069826053E-17
5,-4.683753385137379E-17
6,-1.734723475976807E-18
7,-1.0234868508263162E-16
8,0.5000000000000002
9,-3.903127820947816E-17
10,6.505213034913027E-17
11,-2.688821387764051E-16
12,-1.240327285323417E-16
13,-5.984795992119984E-17
14,-1.0061396160665481E-16
15,-2.688821387764051E-17
16,6.401129626354418E-16
17,3.469446951953614E-18
18,4.85722573273506E-17
19,-6.765421556309548E-17
20,1.0408340855860843E-17
21,4.683753385137379E-17
22,-1.196959198423997E-16
23,5.334274688628682E-17
24,-2.5240226575462543E-16
25,-5.898059818321144E-17
26,1.2663481374630692E-16
27,2.667137344314341E-17
28,-2.0903417885520525E-16
29,-1.5265566588595902E-16
30,-8.218252467440124E-17
31,-1.3075478200175183E-16
32,5.504568084296551E-16
33,9.372927781137186E-17
34,-2.4925807945441747E-16
35,-1.6675029412827058E-16
36,-6.938893903907228E-17
37,9.90960785651751E-17
38,9.93129189996722E-17
39,6.331740687315346E-17
40,1.5612511283791264E-16
41,-1.5222198501696482E-16
42,9.150666335777657E-17
43,-7.19910242530375E-17
44,-9.80118763926896E-17
45,3.86843335142828E-16
46,-3.46077333457373E-16
47,-3.686287386450715E-16
48,8.595554823465079E-16
49,1.0755285551056204E-16
50,8.265957363029486E-16
51,2.940356291780688E-16
52,-7.112366251504909E-16
53,4.423544863740858E-16
54,3.2959746043559335E-17
55,-1.124100812432971E-15
56,1.8648277366750676E-16
57,1.8561541192951836E-16
58,-3.7470027081099033E-16
59,-6.453171330633722E-16
60,-5.551115123125783E-16
61,3.452099717193846E-16
62,1.2663481374630692E-16
63,-1.5699247457590104E-16
64,6.245004513516506E-17
65,3.8163916471489756E-17
66,-2.0296264668928643E-16
67,-1.9090631853124762E-15
68,-3.885780586188048E-16
69,-8.795048023202412E-16
70,3.209238430557093E-17
71,1.1796119636642288E-16
72,3.7556763254897874E-16
73,3.426078865054194E-16
74,6.539907504432563E-16
75,3.157196726277789E-16
76,-3.200564813177209E-16
77,3.3480163086352377E-16
78,-4.683753385137379E-17
79,-6.331740687315346E-16
80,-2.3071822230491534E-16
81,3.235259282696745E-16
82,-6.071532165918825E-17
83,-5.100087019371813E-16
84,1.2576745200831851E-16
85,5.160802341031001E-17
86,7.572067972638763E-16
87,-1.1214987272190058E-15
88,1.6783449630075609E-16
89,-4.102621020685149E-16
90,-9.410874857174178E-17
91,9.855397747893235E-16
92,-1.682681771697503E-16
93,8.300651832549022E-16
94,2.7929047963226594E-16
95,2.8059152223924855E-16
96,-1.239350770223406E-15
97,-1.5494875348076587E-15
98,5.96419615084276E-16
99,-8.625912484294673E-16
100,-1.0000680839006293E-15
101,-1.3856103764364747E-16
102,2.615963001773025E-15
103,1.6106907474444654E-15
104,1.2650470948560866E-15
105,2.255140518769849E-16
106,-4.128641872824801E-16
107,-2.0196518069059977E-15
108,-2.7044338990478423E-15
109,4.562322741819003E-16
110,-8.153200337090993E-17
111,4.423544863740858E-17
112,4.787836793695988E-16
113,1.5161483180037294E-15
114,1.0495077029659683E-15
115,-1.4545656346065527E-15
116,4.779163176316104E-16
117,1.412064909445121E-15
118,-2.38524477946811E-16
119,5.584074869169342E-15
120,0.5000000000000011
121,-7.806255641895632E-18
122,-8.708311849403572E-16
123,-2.862293735361732E-17
124,-1.1986939218999737E-15
125,5.84601811404184E-16
126,-1.1449174941446927E-16
127,5.724587470723463E-16
